start,finish,distance,path
athletic_Fields,burton_Lawn,22,athletic_Fields -> lamont_Bridge -> rock_Park -> burton_Lawn
athletic_Fields,capen_Garden,38,athletic_Fields -> lamont_Bridge -> rock_Park -> burton_Lawn -> seelye_Lawn -> chapin_Lawn -> cutter_Courtyard -> davis_Lawn -> capen_Garden
athletic_Fields,chapin_Lawn,27,athletic_Fields -> lamont_Bridge -> rock_Park -> burton_Lawn -> seelye_Lawn -> chapin_Lawn
athletic_Fields,conway_Gazebo,39,athletic_Fields -> lamont_Bridge -> rock_Park -> burton_Lawn -> seelye_Lawn -> chapin_Lawn -> cutter_Courtyard -> davis_Lawn -> capen_Garden -> conway_Gazebo
athletic_Fields,cutter_Courtyard,35,athletic_Fields -> lamont_Bridge -> rock_Park -> burton_Lawn -> seelye_Lawn -> chapin_Lawn -> cutter_Courtyard
athletic_Fields,davis_Lawn,37,athletic_Fields -> lamont_Bridge -> rock_Park -> burton_Lawn -> seelye_Lawn -> chapin_Lawn -> cutter_Courtyard -> davis_Lawn
athletic_Fields,grecourt_Gate,31,athletic_Fields -> lamont_Bridge -> rock_Park -> burton_Lawn -> seelye_Lawn -> grecourt_Gate
athletic_Fields,happy_Chace_28_Garden,32,athletic_Fields -> lamont_Bridge -> rock_Park -> systematics_Garden_and_Perennial_Border -> happy_Chace_28_Garden
athletic_Fields,japanese_Garden,36,athletic_Fields -> lamont_Bridge -> rock_Park -> systematics_Garden_and_Perennial_Border -> happy_Chace_28_Garden -> japanese_Garden
athletic_Fields,lamont_Bridge,10,athletic_Fields -> lamont_Bridge
athletic_Fields,lanning_Fountain,25,athletic_Fields -> lamont_Bridge -> rock_Park -> burton_Lawn -> lanning_Fountain
athletic_Fields,quad_Lawn,35,athletic_Fields -> lamont_Bridge -> rock_Park -> systematics_Garden_and_Perennial_Border -> happy_Chace_28_Garden -> quad_Lawn
athletic_Fields,rock_Garden,28,athletic_Fields -> lamont_Bridge -> rock_Park -> systematics_Garden_and_Perennial_Border -> rock_Garden
athletic_Fields,rock_Park,17,athletic_Fields -> lamont_Bridge -> rock_Park
athletic_Fields,seelye_Lawn,25,athletic_Fields -> lamont_Bridge -> rock_Park -> burton_Lawn -> seelye_Lawn
athletic_Fields,systematics_Garden_and_Perennial_Border,27,athletic_Fields -> lamont_Bridge -> rock_Park -> systematics_Garden_and_Perennial_Border
athletic_Fields,trudys_Garden,40,athletic_Fields -> lamont_Bridge -> rock_Park -> burton_Lawn -> seelye_Lawn -> grecourt_Gate -> trudys_Garden
burton_Lawn,athletic_Fields,22,burton_Lawn -> rock_Park -> lamont_Bridge -> athletic_Fields
burton_Lawn,capen_Garden,16,burton_Lawn -> seelye_Lawn -> chapin_Lawn -> cutter_Courtyard -> davis_Lawn -> capen_Garden
burton_Lawn,chapin_Lawn,5,burton_Lawn -> seelye_Lawn -> chapin_Lawn
burton_Lawn,conway_Gazebo,17,burton_Lawn -> seelye_Lawn -> chapin_Lawn -> cutter_Courtyard -> davis_Lawn -> capen_Garden -> conway_Gazebo
burton_Lawn,cutter_Courtyard,13,burton_Lawn -> seelye_Lawn -> chapin_Lawn -> cutter_Courtyard
burton_Lawn,davis_Lawn,15,burton_Lawn -> seelye_Lawn -> chapin_Lawn -> cutter_Courtyard -> davis_Lawn
burton_Lawn,grecourt_Gate,9,burton_Lawn -> seelye_Lawn -> grecourt_Gate
burton_Lawn,happy_Chace_28_Garden,10,burton_Lawn -> lanning_Fountain -> systematics_Garden_and_Perennial_Border -> happy_Chace_28_Garden
burton_Lawn,japanese_Garden,14,burton_Lawn -> lanning_Fountain -> systematics_Garden_and_Perennial_Border -> happy_Chace_28_Garden -> japanese_Garden
burton_Lawn,lamont_Bridge,12,burton_Lawn -> rock_Park -> lamont_Bridge
burton_Lawn,lanning_Fountain,3,burton_Lawn -> lanning_Fountain
burton_Lawn,quad_Lawn,13,burton_Lawn -> lanning_Fountain -> systematics_Garden_and_Perennial_Border -> happy_Chace_28_Garden -> quad_Lawn
burton_Lawn,rock_Garden,6,burton_Lawn -> lanning_Fountain -> systematics_Garden_and_Perennial_Border -> rock_Garden
burton_Lawn,rock_Park,5,burton_Lawn -> rock_Park
burton_Lawn,seelye_Lawn,3,burton_Lawn -> seelye_Lawn
burton_Lawn,systematics_Garden_and_Perennial_Border,5,burton_Lawn -> lanning_Fountain -> systematics_Garden_and_Perennial_Border
burton_Lawn,trudys_Garden,18,burton_Lawn -> seelye_Lawn -> grecourt_Gate -> trudys_Garden
capen_Garden,athletic_Fields,38,capen_Garden -> davis_Lawn -> cutter_Courtyard -> chapin_Lawn -> seelye_Lawn -> burton_Lawn -> rock_Park -> lamont_Bridge -> athletic_Fields
capen_Garden,burton_Lawn,16,capen_Garden -> davis_Lawn -> cutter_Courtyard -> chapin_Lawn -> seelye_Lawn -> burton_Lawn
capen_Garden,chapin_Lawn,11,capen_Garden -> davis_Lawn -> cutter_Courtyard -> chapin_Lawn
capen_Garden,conway_Gazebo,1,capen_Garden -> conway_Gazebo
capen_Garden,cutter_Courtyard,3,capen_Garden -> davis_Lawn -> cutter_Courtyard
capen_Garden,davis_Lawn,1,capen_Garden -> davis_Lawn
capen_Garden,grecourt_Gate,19,capen_Garden -> davis_Lawn -> cutter_Courtyard -> chapin_Lawn -> seelye_Lawn -> grecourt_Gate
capen_Garden,happy_Chace_28_Garden,21,capen_Garden -> davis_Lawn -> cutter_Courtyard -> chapin_Lawn -> rock_Garden -> systematics_Garden_and_Perennial_Border -> happy_Chace_28_Garden
capen_Garden,japanese_Garden,25,capen_Garden -> davis_Lawn -> cutter_Courtyard -> chapin_Lawn -> rock_Garden -> systematics_Garden_and_Perennial_Border -> happy_Chace_28_Garden -> japanese_Garden
capen_Garden,lamont_Bridge,28,capen_Garden -> davis_Lawn -> cutter_Courtyard -> chapin_Lawn -> seelye_Lawn -> burton_Lawn -> rock_Park -> lamont_Bridge
capen_Garden,lanning_Fountain,18,capen_Garden -> davis_Lawn -> cutter_Courtyard -> chapin_Lawn -> rock_Garden -> systematics_Garden_and_Perennial_Border -> lanning_Fountain
capen_Garden,quad_Lawn,24,capen_Garden -> davis_Lawn -> cutter_Courtyard -> chapin_Lawn -> rock_Garden -> systematics_Garden_and_Perennial_Border -> happy_Chace_28_Garden -> quad_Lawn
capen_Garden,rock_Garden,15,capen_Garden -> davis_Lawn -> cutter_Courtyard -> chapin_Lawn -> rock_Garden
capen_Garden,rock_Park,21,capen_Garden -> davis_Lawn -> cutter_Courtyard -> chapin_Lawn -> seelye_Lawn -> burton_Lawn -> rock_Park
capen_Garden,seelye_Lawn,13,capen_Garden -> davis_Lawn -> cutter_Courtyard -> chapin_Lawn -> seelye_Lawn
capen_Garden,systematics_Garden_and_Perennial_Border,16,capen_Garden -> davis_Lawn -> cutter_Courtyard -> chapin_Lawn -> rock_Garden -> systematics_Garden_and_Perennial_Border
capen_Garden,trudys_Garden,28,capen_Garden -> davis_Lawn -> cutter_Courtyard -> chapin_Lawn -> seelye_Lawn -> grecourt_Gate -> trudys_Garden
chapin_Lawn,athletic_Fields,27,chapin_Lawn -> seelye_Lawn -> burton_Lawn -> rock_Park -> lamont_Bridge -> athletic_Fields
chapin_Lawn,burton_Lawn,5,chapin_Lawn -> seelye_Lawn -> burton_Lawn
chapin_Lawn,capen_Garden,11,chapin_Lawn -> cutter_Courtyard -> davis_Lawn -> capen_Garden
chapin_Lawn,conway_Gazebo,12,chapin_Lawn -> cutter_Courtyard -> davis_Lawn -> capen_Garden -> conway_Gazebo
chapin_Lawn,cutter_Courtyard,8,chapin_Lawn -> cutter_Courtyard
chapin_Lawn,davis_Lawn,10,chapin_Lawn -> cutter_Courtyard -> davis_Lawn
chapin_Lawn,grecourt_Gate,8,chapin_Lawn -> seelye_Lawn -> grecourt_Gate
chapin_Lawn,happy_Chace_28_Garden,10,chapin_Lawn -> rock_Garden -> systematics_Garden_and_Perennial_Border -> happy_Chace_28_Garden
chapin_Lawn,japanese_Garden,14,chapin_Lawn -> rock_Garden -> systematics_Garden_and_Perennial_Border -> happy_Chace_28_Garden -> japanese_Garden
chapin_Lawn,lamont_Bridge,17,chapin_Lawn -> seelye_Lawn -> burton_Lawn -> rock_Park -> lamont_Bridge
chapin_Lawn,lanning_Fountain,7,chapin_Lawn -> rock_Garden -> systematics_Garden_and_Perennial_Border -> lanning_Fountain
chapin_Lawn,quad_Lawn,13,chapin_Lawn -> rock_Garden -> systematics_Garden_and_Perennial_Border -> happy_Chace_28_Garden -> quad_Lawn
chapin_Lawn,rock_Garden,4,chapin_Lawn -> rock_Garden
chapin_Lawn,rock_Park,10,chapin_Lawn -> seelye_Lawn -> burton_Lawn -> rock_Park
chapin_Lawn,seelye_Lawn,2,chapin_Lawn -> seelye_Lawn
chapin_Lawn,systematics_Garden_and_Perennial_Border,5,chapin_Lawn -> rock_Garden -> systematics_Garden_and_Perennial_Border
chapin_Lawn,trudys_Garden,17,chapin_Lawn -> seelye_Lawn -> grecourt_Gate -> trudys_Garden
conway_Gazebo,athletic_Fields,39,conway_Gazebo -> capen_Garden -> davis_Lawn -> cutter_Courtyard -> chapin_Lawn -> seelye_Lawn -> burton_Lawn -> rock_Park -> lamont_Bridge -> athletic_Fields
conway_Gazebo,burton_Lawn,17,conway_Gazebo -> capen_Garden -> davis_Lawn -> cutter_Courtyard -> chapin_Lawn -> seelye_Lawn -> burton_Lawn
conway_Gazebo,capen_Garden,1,conway_Gazebo -> capen_Garden
conway_Gazebo,chapin_Lawn,12,conway_Gazebo -> capen_Garden -> davis_Lawn -> cutter_Courtyard -> chapin_Lawn
conway_Gazebo,cutter_Courtyard,4,conway_Gazebo -> capen_Garden -> davis_Lawn -> cutter_Courtyard
conway_Gazebo,davis_Lawn,2,conway_Gazebo -> capen_Garden -> davis_Lawn
conway_Gazebo,grecourt_Gate,20,conway_Gazebo -> capen_Garden -> davis_Lawn -> cutter_Courtyard -> chapin_Lawn -> seelye_Lawn -> grecourt_Gate
conway_Gazebo,happy_Chace_28_Garden,22,conway_Gazebo -> capen_Garden -> davis_Lawn -> cutter_Courtyard -> chapin_Lawn -> rock_Garden -> systematics_Garden_and_Perennial_Border -> happy_Chace_28_Garden
conway_Gazebo,japanese_Garden,26,conway_Gazebo -> capen_Garden -> davis_Lawn -> cutter_Courtyard -> chapin_Lawn -> rock_Garden -> systematics_Garden_and_Perennial_Border -> happy_Chace_28_Garden -> japanese_Garden
conway_Gazebo,lamont_Bridge,29,conway_Gazebo -> capen_Garden -> davis_Lawn -> cutter_Courtyard -> chapin_Lawn -> seelye_Lawn -> burton_Lawn -> rock_Park -> lamont_Bridge
conway_Gazebo,lanning_Fountain,19,conway_Gazebo -> capen_Garden -> davis_Lawn -> cutter_Courtyard -> chapin_Lawn -> rock_Garden -> systematics_Garden_and_Perennial_Border -> lanning_Fountain
conway_Gazebo,quad_Lawn,25,conway_Gazebo -> capen_Garden -> davis_Lawn -> cutter_Courtyard -> chapin_Lawn -> rock_Garden -> systematics_Garden_and_Perennial_Border -> happy_Chace_28_Garden -> quad_Lawn
conway_Gazebo,rock_Garden,16,conway_Gazebo -> capen_Garden -> davis_Lawn -> cutter_Courtyard -> chapin_Lawn -> rock_Garden
conway_Gazebo,rock_Park,22,conway_Gazebo -> capen_Garden -> davis_Lawn -> cutter_Courtyard -> chapin_Lawn -> seelye_Lawn -> burton_Lawn -> rock_Park
conway_Gazebo,seelye_Lawn,14,conway_Gazebo -> capen_Garden -> davis_Lawn -> cutter_Courtyard -> chapin_Lawn -> seelye_Lawn
conway_Gazebo,systematics_Garden_and_Perennial_Border,17,conway_Gazebo -> capen_Garden -> davis_Lawn -> cutter_Courtyard -> chapin_Lawn -> rock_Garden -> systematics_Garden_and_Perennial_Border
conway_Gazebo,trudys_Garden,29,conway_Gazebo -> capen_Garden -> davis_Lawn -> cutter_Courtyard -> chapin_Lawn -> seelye_Lawn -> grecourt_Gate -> trudys_Garden
cutter_Courtyard,athletic_Fields,35,cutter_Courtyard -> chapin_Lawn -> seelye_Lawn -> burton_Lawn -> rock_Park -> lamont_Bridge -> athletic_Fields
cutter_Courtyard,burton_Lawn,13,cutter_Courtyard -> chapin_Lawn -> seelye_Lawn -> burton_Lawn
cutter_Courtyard,capen_Garden,3,cutter_Courtyard -> davis_Lawn -> capen_Garden
cutter_Courtyard,chapin_Lawn,8,cutter_Courtyard -> chapin_Lawn
cutter_Courtyard,conway_Gazebo,4,cutter_Courtyard -> davis_Lawn -> capen_Garden -> conway_Gazebo
cutter_Courtyard,davis_Lawn,2,cutter_Courtyard -> davis_Lawn
cutter_Courtyard,grecourt_Gate,16,cutter_Courtyard -> chapin_Lawn -> seelye_Lawn -> grecourt_Gate
cutter_Courtyard,happy_Chace_28_Garden,18,cutter_Courtyard -> chapin_Lawn -> rock_Garden -> systematics_Garden_and_Perennial_Border -> happy_Chace_28_Garden
cutter_Courtyard,japanese_Garden,22,cutter_Courtyard -> chapin_Lawn -> rock_Garden -> systematics_Garden_and_Perennial_Border -> happy_Chace_28_Garden -> japanese_Garden
cutter_Courtyard,lamont_Bridge,25,cutter_Courtyard -> chapin_Lawn -> seelye_Lawn -> burton_Lawn -> rock_Park -> lamont_Bridge
cutter_Courtyard,lanning_Fountain,15,cutter_Courtyard -> chapin_Lawn -> rock_Garden -> systematics_Garden_and_Perennial_Border -> lanning_Fountain
cutter_Courtyard,quad_Lawn,21,cutter_Courtyard -> chapin_Lawn -> rock_Garden -> systematics_Garden_and_Perennial_Border -> happy_Chace_28_Garden -> quad_Lawn
cutter_Courtyard,rock_Garden,12,cutter_Courtyard -> chapin_Lawn -> rock_Garden
cutter_Courtyard,rock_Park,18,cutter_Courtyard -> chapin_Lawn -> seelye_Lawn -> burton_Lawn -> rock_Park
cutter_Courtyard,seelye_Lawn,10,cutter_Courtyard -> chapin_Lawn -> seelye_Lawn
cutter_Courtyard,systematics_Garden_and_Perennial_Border,13,cutter_Courtyard -> chapin_Lawn -> rock_Garden -> systematics_Garden_and_Perennial_Border
cutter_Courtyard,trudys_Garden,25,cutter_Courtyard -> chapin_Lawn -> seelye_Lawn -> grecourt_Gate -> trudys_Garden
davis_Lawn,athletic_Fields,37,davis_Lawn -> cutter_Courtyard -> chapin_Lawn -> seelye_Lawn -> burton_Lawn -> rock_Park -> lamont_Bridge -> athletic_Fields
davis_Lawn,burton_Lawn,15,davis_Lawn -> cutter_Courtyard -> chapin_Lawn -> seelye_Lawn -> burton_Lawn
davis_Lawn,capen_Garden,1,davis_Lawn -> capen_Garden
davis_Lawn,chapin_Lawn,10,davis_Lawn -> cutter_Courtyard -> chapin_Lawn
davis_Lawn,conway_Gazebo,2,davis_Lawn -> capen_Garden -> conway_Gazebo
davis_Lawn,cutter_Courtyard,2,davis_Lawn -> cutter_Courtyard
davis_Lawn,grecourt_Gate,18,davis_Lawn -> cutter_Courtyard -> chapin_Lawn -> seelye_Lawn -> grecourt_Gate
davis_Lawn,happy_Chace_28_Garden,20,davis_Lawn -> cutter_Courtyard -> chapin_Lawn -> rock_Garden -> systematics_Garden_and_Perennial_Border -> happy_Chace_28_Garden
davis_Lawn,japanese_Garden,24,davis_Lawn -> cutter_Courtyard -> chapin_Lawn -> rock_Garden -> systematics_Garden_and_Perennial_Border -> happy_Chace_28_Garden -> japanese_Garden
davis_Lawn,lamont_Bridge,27,davis_Lawn -> cutter_Courtyard -> chapin_Lawn -> seelye_Lawn -> burton_Lawn -> rock_Park -> lamont_Bridge
davis_Lawn,lanning_Fountain,17,davis_Lawn -> cutter_Courtyard -> chapin_Lawn -> rock_Garden -> systematics_Garden_and_Perennial_Border -> lanning_Fountain
davis_Lawn,quad_Lawn,23,davis_Lawn -> cutter_Courtyard -> chapin_Lawn -> rock_Garden -> systematics_Garden_and_Perennial_Border -> happy_Chace_28_Garden -> quad_Lawn
davis_Lawn,rock_Garden,14,davis_Lawn -> cutter_Courtyard -> chapin_Lawn -> rock_Garden
davis_Lawn,rock_Park,20,davis_Lawn -> cutter_Courtyard -> chapin_Lawn -> seelye_Lawn -> burton_Lawn -> rock_Park
davis_Lawn,seelye_Lawn,12,davis_Lawn -> cutter_Courtyard -> chapin_Lawn -> seelye_Lawn
davis_Lawn,systematics_Garden_and_Perennial_Border,15,davis_Lawn -> cutter_Courtyard -> chapin_Lawn -> rock_Garden -> systematics_Garden_and_Perennial_Border
davis_Lawn,trudys_Garden,27,davis_Lawn -> cutter_Courtyard -> chapin_Lawn -> seelye_Lawn -> grecourt_Gate -> trudys_Garden
grecourt_Gate,athletic_Fields,31,grecourt_Gate -> seelye_Lawn -> burton_Lawn -> rock_Park -> lamont_Bridge -> athletic_Fields
grecourt_Gate,burton_Lawn,9,grecourt_Gate -> seelye_Lawn -> burton_Lawn
grecourt_Gate,capen_Garden,19,grecourt_Gate -> seelye_Lawn -> chapin_Lawn -> cutter_Courtyard -> davis_Lawn -> capen_Garden
grecourt_Gate,chapin_Lawn,8,grecourt_Gate -> seelye_Lawn -> chapin_Lawn
grecourt_Gate,conway_Gazebo,20,grecourt_Gate -> seelye_Lawn -> chapin_Lawn -> cutter_Courtyard -> davis_Lawn -> capen_Garden -> conway_Gazebo
grecourt_Gate,cutter_Courtyard,16,grecourt_Gate -> seelye_Lawn -> chapin_Lawn -> cutter_Courtyard
grecourt_Gate,davis_Lawn,18,grecourt_Gate -> seelye_Lawn -> chapin_Lawn -> cutter_Courtyard -> davis_Lawn
grecourt_Gate,happy_Chace_28_Garden,18,grecourt_Gate -> seelye_Lawn -> chapin_Lawn -> rock_Garden -> systematics_Garden_and_Perennial_Border -> happy_Chace_28_Garden
grecourt_Gate,japanese_Garden,22,grecourt_Gate -> seelye_Lawn -> chapin_Lawn -> rock_Garden -> systematics_Garden_and_Perennial_Border -> happy_Chace_28_Garden -> japanese_Garden
grecourt_Gate,lamont_Bridge,21,grecourt_Gate -> seelye_Lawn -> burton_Lawn -> rock_Park -> lamont_Bridge
grecourt_Gate,lanning_Fountain,12,grecourt_Gate -> seelye_Lawn -> burton_Lawn -> lanning_Fountain
grecourt_Gate,quad_Lawn,21,grecourt_Gate -> seelye_Lawn -> chapin_Lawn -> rock_Garden -> systematics_Garden_and_Perennial_Border -> happy_Chace_28_Garden -> quad_Lawn
grecourt_Gate,rock_Garden,12,grecourt_Gate -> seelye_Lawn -> chapin_Lawn -> rock_Garden
grecourt_Gate,rock_Park,14,grecourt_Gate -> seelye_Lawn -> burton_Lawn -> rock_Park
grecourt_Gate,seelye_Lawn,6,grecourt_Gate -> seelye_Lawn
grecourt_Gate,systematics_Garden_and_Perennial_Border,13,grecourt_Gate -> seelye_Lawn -> chapin_Lawn -> rock_Garden -> systematics_Garden_and_Perennial_Border
grecourt_Gate,trudys_Garden,9,grecourt_Gate -> trudys_Garden
happy_Chace_28_Garden,athletic_Fields,32,happy_Chace_28_Garden -> systematics_Garden_and_Perennial_Border -> rock_Park -> lamont_Bridge -> athletic_Fields
happy_Chace_28_Garden,burton_Lawn,10,happy_Chace_28_Garden -> systematics_Garden_and_Perennial_Border -> lanning_Fountain -> burton_Lawn
happy_Chace_28_Garden,capen_Garden,21,happy_Chace_28_Garden -> systematics_Garden_and_Perennial_Border -> rock_Garden -> chapin_Lawn -> cutter_Courtyard -> davis_Lawn -> capen_Garden
happy_Chace_28_Garden,chapin_Lawn,10,happy_Chace_28_Garden -> systematics_Garden_and_Perennial_Border -> rock_Garden -> chapin_Lawn
happy_Chace_28_Garden,conway_Gazebo,22,happy_Chace_28_Garden -> systematics_Garden_and_Perennial_Border -> rock_Garden -> chapin_Lawn -> cutter_Courtyard -> davis_Lawn -> capen_Garden -> conway_Gazebo
happy_Chace_28_Garden,cutter_Courtyard,18,happy_Chace_28_Garden -> systematics_Garden_and_Perennial_Border -> rock_Garden -> chapin_Lawn -> cutter_Courtyard
happy_Chace_28_Garden,davis_Lawn,20,happy_Chace_28_Garden -> systematics_Garden_and_Perennial_Border -> rock_Garden -> chapin_Lawn -> cutter_Courtyard -> davis_Lawn
happy_Chace_28_Garden,grecourt_Gate,18,happy_Chace_28_Garden -> systematics_Garden_and_Perennial_Border -> rock_Garden -> chapin_Lawn -> seelye_Lawn -> grecourt_Gate
happy_Chace_28_Garden,japanese_Garden,4,happy_Chace_28_Garden -> japanese_Garden
happy_Chace_28_Garden,lamont_Bridge,22,happy_Chace_28_Garden -> systematics_Garden_and_Perennial_Border -> rock_Park -> lamont_Bridge
happy_Chace_28_Garden,lanning_Fountain,7,happy_Chace_28_Garden -> systematics_Garden_and_Perennial_Border -> lanning_Fountain
happy_Chace_28_Garden,quad_Lawn,3,happy_Chace_28_Garden -> quad_Lawn
happy_Chace_28_Garden,rock_Garden,6,happy_Chace_28_Garden -> systematics_Garden_and_Perennial_Border -> rock_Garden
happy_Chace_28_Garden,rock_Park,15,happy_Chace_28_Garden -> systematics_Garden_and_Perennial_Border -> rock_Park
happy_Chace_28_Garden,seelye_Lawn,12,happy_Chace_28_Garden -> systematics_Garden_and_Perennial_Border -> rock_Garden -> chapin_Lawn -> seelye_Lawn
happy_Chace_28_Garden,systematics_Garden_and_Perennial_Border,5,happy_Chace_28_Garden -> systematics_Garden_and_Perennial_Border
happy_Chace_28_Garden,trudys_Garden,27,happy_Chace_28_Garden -> systematics_Garden_and_Perennial_Border -> rock_Garden -> chapin_Lawn -> seelye_Lawn -> grecourt_Gate -> trudys_Garden
